depth,gr_2,NPHI,Cali,rhob,shal_res,deep_res,PHIDE,PHINE,PHIEXND,PHIEXND_gas_cor,Swa,Vsh_GR,Reservoir_Flag
4018.6737,21.8620567,0.06534334,8.54685783,2.43337178,444.045654,305.441162,0.13976014193548392,0.06534334,0.07020678766774195,0.0988264242220542,0.2715654256659558,0.09128504298368655,1
4018.7118,22.8684959,0.06576266,8.55150318,2.43320655,421.375885,283.75061,0.13986674193548385,0.06576266,0.07026218426774192,0.09890181487817164,0.28153907369663733,0.09860834357729241,1
4018.7499,23.8749332,0.066182,8.55614852,2.43304133,401.763977,262.060058,0.13997333548387092,0.066182,0.07031757774193546,0.09897720104193863,0.29273574483142223,0.10593163034565072,1
4018.788,24.8813705,0.06660132,8.56079292,2.43287611,382.152099,240.369506,0.140079929032258,0.06660132,0.070372971116129,0.09905258727379364,0.30542587804399696,0.11325491711400898,1
4018.8261,25.411396,0.06795031,8.56702804,2.43714475,365.929901,229.589721,0.13732596774193553,0.06795031,0.06900273542096777,0.0971053117515258,0.3187807832716219,0.11711161909737396,1
4018.8642,25.9414215,0.06929929,8.57326316,2.4414134,349.707702,218.809951,0.13457199999999991,0.06929929,0.06763249644999995,0.09515803545460422,0.3332209809611723,0.12096832108073893,1
4018.9023,26.471445,0.07064828,8.57949733,2.44568228,344.359741,208.030181,0.13181788387096757,0.07064828,0.06626218333548378,0.09321065825903867,0.3488852363411516,0.12482500851121169,1
4018.9404,27.0014705,0.07199726,8.58573246,2.44995093,339.01181,197.250396,0.12906391612903223,0.07199726,0.06489194436451612,0.09126339026988482,0.3659365594732089,0.12868171049457666,1
4018.9785,27.5922775,0.07172898,8.59143924,2.45023345,348.819824,197.03479,0.1288816451612904,0.07172898,0.06479946748064519,0.0911344966632777,0.3666545539539263,0.13298068578668226,1
4019.0166,28.1830863,0.0714607,8.59714508,2.45051598,358.627807,196.819198,0.1286993677419354,0.0714607,0.06470698737096771,0.09100559851003227,0.3673749172895322,0.1372796741763908,1
4019.0547,28.7738933,0.07119242,8.60285186,2.45079851,365.625152,196.603607,0.1285170903225807,0.07119242,0.06461450726129035,0.0908767003721221,0.36809765419995183,0.1415786494684964,1
4019.0928,29.3647003,0.07092414,8.60855865,2.45108103,372.622497,196.388,0.1283348193548386,0.07092414,0.0645220303774193,0.0907478068115217,0.36882277312631373,0.14587762476060198,1
4019.1309,29.2286033,0.06982034,8.6084423,2.44972729,378.828918,190.155181,0.1292082000000001,0.06982034,0.06495320170000006,0.09136532831229743,0.3722852586822902,0.1448873222754762,1
4019.169,29.0925064,0.06871654,8.608325,2.44837355,385.035308,183.922348,0.13008158064516132,0.06871654,0.06538437302258066,0.09198285117191836,0.37599946062597045,0.14389702051799508,1
4019.2071,28.9564075,0.06761273,8.6082077,2.44701981,386.27539,177.689514,0.13095496129032252,0.06761273,0.06581554429516126,0.09260037536283446,0.3799860853252081,0.14290670420762172,1
4019.2452,28.8203105,0.06650894,8.60809135,2.44566607,387.515502,171.456695,0.13182834193548373,0.06650894,0.06624671566774187,0.09321790085967611,0.3842685109042936,0.14191640172249598,1
4019.2833,28.5399208,0.06553056,8.60880088,2.44097685,383.701904,169.840225,0.13485364516129014,0.06553056,0.06775447538064507,0.0953570528034412,0.37743158622755946,0.1398761611829274,1
4019.3214,28.2595291,0.06455217,8.60951042,2.4362874,379.888305,168.223754,0.13787909677419358,0.06455217,0.0692623092370968,0.09749631281626144,0.3709193488682216,0.13783590609046661,1
4019.3595,27.9791393,0.06357379,8.610219,2.43159818,379.940185,166.607269,0.14090439999999999,0.06357379,0.07077006894999999,0.0996354708475789,0.3647122831277647,0.1357956648232534,1
4019.3976,27.6987495,0.06259541,8.61092853,2.42690896,379.992095,164.990798,0.14392970322580642,0.06259541,0.0722778286629032,0.10177463163579621,0.3587913297586479,0.13375542355604023,1
4019.4357,26.8483161,0.06161256,8.61323928,2.42829346,376.294891,163.788116,0.14303647741935485,0.06161256,0.07182630150967742,0.10114300144669572,0.3623550425979273,0.12756729075771295,1
4019.4738,25.9978847,0.0606297,8.61555099,2.42967796,372.597686,162.585449,0.1421432516129033,0.0606297,0.07137477430645166,0.10051137143413513,0.3659782737023893,0.12137917251227785,1
4019.5119,25.1474533,0.05964685,8.6178627,2.43106245,361.853027,161.382781,0.14125003225806435,0.05964685,0.07092325037903217,0.09987974616401392,0.3696624290256491,0.11519105426684277,1
4019.55,24.2970199,0.058664,8.62017345,2.43244695,351.108398,160.180099,0.1403568064516128,0.058664,0.0704717232258064,0.09924811651559212,0.37340900571468183,0.10900292146851549,1
4019.5881,23.5133705,0.05852492,8.6178627,2.4328792,339.529296,160.31607,0.14007793548387099,0.05852492,0.07033159234193549,0.099050922575334,0.37399369996081866,0.10330073884665529,1
4019.6262,22.729721,0.05838584,8.61555099,2.43331146,327.950195,160.452056,0.13979905806451604,0.05838584,0.07019145823225802,0.09885372407339335,0.37458092886167005,0.09759855549715048,1
4019.6643,21.9460697,0.05824676,8.61323928,2.43374371,308.890441,160.588027,0.13952018709677422,0.05824676,0.07005132734838711,0.09865653013365089,0.3751707076829226,0.09189635905004266,1
4019.7024,21.1624202,0.05810768,8.61092853,2.43417596,289.830688,160.723999,0.13924131612903212,0.05810768,0.06991119646451606,0.0984593361941684,0.37576304987483555,0.08619417570053785,1
4019.7405,21.0022449,0.05819704,8.610219,2.43498516,268.535644,151.80902,0.13871925161290313,0.05819704,0.06965061100645156,0.09809018670996197,0.38809405571243816,0.08502866876323752,1
4019.7786,20.8420715,0.05828641,8.60951042,2.43579435,247.2406,142.894042,0.138197193548387,0.05828641,0.0693900288241935,0.09772104183646788,0.40152832891091467,0.08386317565118477,1
4019.8167,20.6818962,0.05837578,8.60880088,2.43660378,230.873291,133.97908,0.13767498064516126,0.05837578,0.06912936922258063,0.09735178752548561,0.4162448895974931,0.08269766871388444,1
4019.8548,20.5217208,0.05846514,8.60809135,2.43741297,214.505996,125.064102,0.13715292258064513,0.05846514,0.06886878699032256,0.09698264275031887,0.4324650262531173,0.0815321610489395,1
4019.8929,20.1579074,0.05948409,8.61176204,2.44194817,201.389007,133.883728,0.13422698709677425,0.05948409,0.06741091399838713,0.09491374479171578,0.427088948206309,0.0788848924527026,1
4019.931,19.794094,0.06050304,8.61543273,2.44648361,188.272003,142.703353,0.1313008967741935,0.06050304,0.06595296358709675,0.09284474017275383,0.4228992806905072,0.07623762385646574,1
4019.9691,19.4302825,0.06152198,8.61910438,2.45101881,180.282302,151.522979,0.1283749612903226,0.06152198,0.06449509054516131,0.09077584805909042,0.41976069998245974,0.07359036908547643,1
4020.0072,19.0664691,0.06254093,8.62277507,2.455554,172.292602,160.342605,0.1254490322580646,0.06254093,0.0630372207790323,0.08870696373813464,0.417569873901575,0.07094310048923953,1
4020.0453,19.4211196,0.06231523,8.63077163,2.45792341,170.94696,161.986404,0.12392038064516137,0.06231523,0.06227176647258068,0.08762604937468846,0.42057051884918983,0.07352369573748964,1
4020.0834,19.7757682,0.06208953,8.63876724,2.46029305,169.601303,163.630203,0.12239158064516112,0.06208953,0.061506237972580556,0.08654503025533743,0.42367952033085776,0.07610427716049215,1
4020.1215,20.1304187,0.06186383,8.64676284,2.46266269,154.757507,165.274002,0.12086278064516115,0.06186383,0.060740709472580576,0.08546401131068729,0.42689964717033957,0.07868487240874222,1
4020.1596,20.4850692,0.06163813,8.6547594,2.4650321,139.913696,166.9178,0.11933412903225792,0.06163813,0.059975255166128956,0.08438309747157476,0.43023382466868026,0.08126546765699233,1
4020.1977,20.8827991,0.06044288,8.65884876,2.47249364,127.898101,159.118896,0.11452023225806438,0.06044288,0.05756233052903219,0.08097916068537411,0.4591738963152969,0.08415952783744315,1
4020.2358,21.280529,0.05924763,8.66293907,2.47995519,115.882499,151.320007,0.10970632903225797,0.05924763,0.055149402666128985,0.07757522045698649,0.49151881343844817,0.08705358801789402,1
4020.2739,21.6782608,0.05805239,8.66702842,2.4874165,103.662391,143.521102,0.10489258064516116,0.05805239,0.05273655227258058,0.07417139098870976,0.5278579131923783,0.08994766202359246,1
4020.312,22.0759906,0.05685713,8.67111778,2.49487805,91.4422836,135.722198,0.10007867741935475,0.05685713,0.050323624359677376,0.07076745349145484,0.5689214785923655,0.0928417214763987,1
4020.3501,23.2899379,0.05736431,8.66804599,2.50689315,74.3053207,122.861816,0.09232700000000009,0.05736431,0.04645032155000005,0.06528630788843168,0.648157821975665,0.10167494357535535,1
4020.3882,24.5038852,0.05787148,8.66497421,2.5189085,57.1683616,110.001434,0.08457516129032239,0.05787148,0.042576938045161196,0.05980507009486648,0.7477805473675366,0.11050816567431199,0
4020.4263,25.7178325,0.05837865,8.66190147,2.53092384,54.6597518,97.1410446,0.07682332903225814,0.05837865,0.03870355776612907,0.05432386533686727,0.8760306308890117,0.11934138777326865,0
4020.4644,26.9317798,0.05888583,8.65882968,2.54293894,52.1511383,84.2806625,0.06907165161290318,0.05888583,0.03483025495645159,0.04884280812275104,1.0,0.12817460987222531,0
4020.5025,29.8125572,0.06272024,8.67291831,2.56312561,50.7355957,74.7386016,0.05604799354838694,0.06272024,0.028337597974193468,0.039634397709884465,1.0,0.14913643135480112,0
4020.5406,32.6933364,0.06655466,8.6870079,2.58331251,49.3200492,65.1965408,0.04302418709677425,0.06655466,0.021844866848387122,0.03042633421573331,1.0,0.1700982659349799,0
4020.5787,35.5741119,0.07038908,8.70109653,2.60349941,44.7707366,55.6544799,0.030000380645161265,0.07038908,0.015352135722580632,0.021219310793624886,1.0,0.1910600735923081,0
4020.6168,38.4548912,0.0742235,8.71518516,2.62368607,40.2214202,46.1124191,0.016976729032257876,0.0742235,0.008859482016128939,0.01201582792465697,1.0,0.21202190890013148,0
4020.6549,43.8058242,0.08285862,8.70096778,2.63625717,36.5936126,41.3362464,0.008866341935483862,0.08285862,0.004847464067741931,0.006296767996669011,1.0,0.2509576844693316,0
4020.693,49.1567535,0.09149375,8.68675136,2.64882802,32.9658088,36.5600738,0.0007561161290323048,0.09149375,0.0008355268145161524,0.0008392920318604982,1.0,0.2898934331156811,0
4020.7311,54.5076866,0.10012887,8.67253494,2.66139888,29.6382293,31.7839031,0.0,0.10012887,0.00050064435,0.0007080180296954626,1.0,0.3288292094125258,0
4020.7692,59.8586196,0.108764,8.65831756,2.67396998,26.3106498,27.0077304,0.0,0.108764,0.00054382,0.0007690776194897365,1.0,0.3677649849817259,0
4020.8073,65.560234,0.10985487,8.65958595,2.67137289,24.3510551,25.6662998,0.0,0.10985487,0.00054927435,0.0007767912352336662,1.0,0.40925247485695315,0
4020.8454,71.2618484,0.11094574,8.66085433,2.66877603,22.3914604,24.324871,0.0,0.11094574,0.0005547287,0.000784504850977596,1.0,0.4507399647321805,0
4020.8835,76.9634628,0.11203662,8.66212368,2.66617918,21.8764762,22.9834403,0.0,0.11203662,0.0005601831,0.0007922185374322038,1.0,0.49222745460740774,0
4020.9216,82.6650772,0.11312749,8.66339206,2.66358208,21.3614902,21.6420097,0.0,0.11312749,0.00056563745,0.0007999321531761334,1.0,0.533714944482635,0
4020.9597,84.5446319,0.10878182,8.66508483,2.65411925,22.5366439,22.8957424,0.0,0.10878182,0.0005439091,0.000769203625918144,1.0,0.5473914229526953,0
4020.9978,86.4241867,0.10443614,8.66677856,2.64465665,23.7117996,24.149475,0.003447322580645142,0.10443614,0.0022458419903225706,0.002547030006579805,1.0,0.5610679021504003,0
4021.0359,88.3037414,0.10009045,8.66847229,2.63519382,25.3086299,25.4032077,0.009552374193548319,0.10009045,0.005276639346774159,0.006791526431947687,1.0,0.5747443806204606,0
4021.074,90.1832962,0.09574478,8.67016506,2.62573099,26.9054603,26.6569404,0.015657425806451495,0.09574478,0.008307436803225748,0.011092152387482289,1.0,0.5884208598181655,0
4021.1121,87.1213836,0.09230526,8.65972042,2.60656261,28.5616111,28.7444152,0.028024122580645034,0.09230526,0.014473587590322518,0.01982679339325179,1.0,0.5661410178156389,0
4021.1502,84.0594787,0.08886574,8.64927673,2.58739447,30.21776,30.8318901,0.04039066451612898,0.08886574,0.02063966095806449,0.028567424560406698,1.0,0.5438612318417472,0
4021.1883,80.9975738,0.08542622,8.63883209,2.56822633,33.0662612,32.9193649,0.05275720645161292,0.08542622,0.02680573432580646,0.03730986864412991,1.0,0.5215814458678555,0
4021.2264,77.9356613,0.08198671,8.62838745,2.54905796,35.9147605,35.0068397,0.0651238967741936,0.08198671,0.0329718819370968,0.04605319811434102,1.0,0.49930160459297346,0
4021.2645,72.0293502,0.07921733,8.62876129,2.53672313,40.1018409,40.500431,0.07308185161290322,0.07921733,0.03693701245645161,0.051679708656820214,1.0,0.45632465021296614,0
4021.3026,66.1230392,0.07644796,8.62913513,2.52438831,44.2889213,45.9940185,0.08103979999999997,0.07644796,0.04090213979999999,0.05730634176554463,1.0,0.4133476965606035,0
4021.3407,60.216732,0.07367859,8.62950992,2.51205372,49.8476943,51.4876098,0.0889976,0.07367859,0.044867192949999996,0.06293296298134404,1.0,0.3703707705587361,0
4021.3788,54.3104209,0.07090921,8.62988376,2.4997189,55.4064712,56.9812011,0.09695554838709675,0.07090921,0.048832320243548374,0.06855975924202527,0.906308925157222,0.32739381617872876,0
4021.4169,50.0586509,0.07079279,8.63129806,2.4925971,60.8974342,61.0098152,0.10155025806451622,0.07079279,0.05112909298225811,0.07180862091309594,0.8362476291167985,0.2964560409361949,0
4021.455,45.8068809,0.07067637,8.63271236,2.48547554,66.3883972,65.0384292,0.1061448129032258,0.07067637,0.0534257883016129,0.0750573807869301,0.7748772553746541,0.26551826569366094,0
4021.4931,41.5551109,0.07055996,8.63412666,2.47835373,72.0020446,69.0670471,0.11073952903225814,0.07055996,0.05572256431612907,0.07830626143892282,0.7207412956171638,0.23458049045112697,0
4021.5312,37.3033409,0.07044354,8.63554096,2.47123193,77.6156921,73.0956573,0.11533423870967732,0.07044354,0.05801933705483866,0.0815551434551298,0.6726887994294726,0.20364271520859303,0
4021.5693,37.3490905,0.07187554,8.63463115,2.47420144,84.254486,74.9225692,0.11341842580645166,0.07187554,0.05706859060322583,0.08020054838259714,0.6756591644737735,0.203975609707175,0
4021.6074,37.3948402,0.07330753,8.6337223,2.47717094,90.89328,76.7494812,0.11150261935483857,0.07330753,0.056117847327419285,0.07884596223772493,0.6790381246936235,0.20430850493340152,0
4021.6455,37.4405899,0.07473953,8.6328125,2.48014044,87.8152389,78.5764007,0.10958681290322576,0.07473953,0.05516710410161288,0.07749138068850327,0.6828288714937983,0.20464140015962812,0
4021.6836,37.4863395,0.07617153,8.63190269,2.48310995,84.7371978,80.4033126,0.10767100000000009,0.07617153,0.05421635765000004,0.07613679941788423,0.6870364095126231,0.20497429465821007,0
4021.7217,39.5124206,0.07763884,8.6313982,2.48456239,86.3017349,74.4921875,0.10673394193548397,0.07763884,0.05375516516774198,0.07547429078843643,0.7200405181861831,0.21971696458037096,0
4021.7598,41.5385055,0.07910617,8.6308937,2.48601484,87.8662719,68.5810623,0.10579687741935469,0.07910617,0.05329396955967734,0.07481178065752468,0.7570755915746842,0.23445966215302702,0
4021.7979,43.5645904,0.08057349,8.63038825,2.48746752,91.7473449,62.6699333,0.10485966451612896,0.08057349,0.05283269970806448,0.07414916874505133,0.7990527260298832,0.24920235972568308,0
4021.836,45.5906715,0.08204081,8.62988376,2.48891997,95.6284179,56.7588081,0.10392259999999996,0.08204081,0.05237150404999998,0.07348666498151395,0.8472004319554644,0.26394502964784394,0
4021.8741,47.2811393,0.08055673,8.6314125,2.48734879,95.9271774,55.1045684,0.104936264516129,0.08055673,0.0528709159080645,0.07420333061687266,0.8515185999131604,0.2762456274814852,0
4021.9122,48.9716033,0.07907265,8.63294029,2.48577737,96.2259368,53.4503288,0.10595008387096763,0.07907265,0.05337040518548382,0.07492010918526106,0.8563232747100914,0.28854619766463124,0
4021.9503,50.6620712,0.07758858,8.63446903,2.48420619,100.733123,51.7960891,0.10696374838709667,0.07758858,0.053869817093548336,0.07563678162042846,0.861647861796655,0.3008467962259171,0
4021.9884,52.352539,0.07610449,8.63599777,2.48263502,105.240303,50.1418495,0.10797740645161284,0.07610449,0.05436922567580642,0.07635345274889872,0.8675259708736043,0.3131473940595584,0
4022.0265,50.169754,0.07286845,8.64039325,2.47103261,126.4169,56.9103698,0.1154628322580645,0.07286845,0.05809575837903225,0.08164617754112706,0.7615173097618038,0.29726447665509514,0
4022.0646,47.9869651,0.0696324,8.64478874,2.45943045,147.593505,63.6788864,0.12294809677419341,0.0696324,0.061822210387096704,0.086938827250859,0.6760827152431582,0.2813815308724922,0
4022.1027,45.8041763,0.06639635,8.64918327,2.44782829,156.36856,70.4474105,0.1304333612903226,0.06639635,0.0655486623951613,0.0922315092173525,0.605897985025474,0.2654985858175338,1
4022.1408,43.6213912,0.0631603,8.65357875,2.43622589,165.1436,77.2159271,0.1379187806451614,0.0631603,0.0692751918225807,0.09752432767519535,0.5473245520637815,0.24961566768542598,1
4022.1789,40.2838516,0.06119592,8.65603256,2.42723751,182.14569,89.2997741,0.143717735483871,0.06119592,0.07216484734193551,0.10162470660886157,0.4884125957272096,0.2253302406731801,1
4022.217,36.9463157,0.05923153,8.65848541,2.41824889,199.147796,101.383613,0.1495168451612902,0.05923153,0.07505458023064511,0.10572520471580994,0.44060449516457195,0.20104484058378483,1
4022.2551,33.6087799,0.05726715,8.66093826,2.40926027,229.958541,113.467453,0.15531595483870972,0.05726715,0.07794431316935486,0.10982571142521005,0.4009328692573063,0.17675944122203416,1
4022.2932,30.2712402,0.05530276,8.66339206,2.40027189,260.769287,125.5513,0.16111490967741934,0.05530276,0.08083396863870967,0.11392611632081853,0.3674323925276038,0.15247401348214365,1
4022.3313,28.0795249,0.05552631,8.66271591,2.39790916,270.372192,135.895797,0.16263925161290305,0.05552631,0.08159725735645153,0.11500398793588726,0.34986091487062737,0.13652611523105695,1
4022.3694,25.8878097,0.05574985,8.66203975,2.39554643,279.975097,146.240295,0.16416359354838705,0.05574985,0.08236054602419353,0.11608185958903641,0.3341284503205491,0.12057821770761486,1
4022.4075,23.6960945,0.0559734,8.6613636,2.3931837,304.642456,156.584808,0.16568793548387106,0.0559734,0.08312383474193553,0.11715973127968965,0.31993235397935543,0.1046303201841728,1
4022.4456,21.5043792,0.05619695,8.66068744,2.39082098,329.309814,166.929306,0.1672122709677419,0.05619695,0.08388712023387096,0.11823759844463283,0.30703610385187535,0.08868242193308609,1
4022.4837,21.2052192,0.05686429,8.66783332,2.39649796,363.177459,189.906784,0.1635497032258064,0.05686429,0.0820591730629032,0.11564780322167184,0.29430911530290466,0.08650560031725163,1
4022.5218,20.9060592,0.05753165,8.67498016,2.40217494,397.045104,212.884246,0.15988713548387087,0.05753165,0.08023122599193544,0.11305800962849305,0.2843401859354954,0.0843287787014172,1
4022.5599,20.6068992,0.058199,8.68212699,2.40785193,460.042663,235.861724,0.1562245612903225,0.058199,0.07840327564516125,0.11046821321700155,0.2764682583166601,0.08215195708558275,1
4022.598,20.3077392,0.05886635,8.68927288,2.41352891,523.040222,258.839202,0.15256199354838698,0.05886635,0.07657532852419349,0.1078784232369344,0.27024752432241167,0.07997513546974828,1
4022.6361,20.4835338,0.06010609,8.69659328,2.41874313,595.095703,256.704071,0.14919798064516113,0.06010609,0.07489952077258057,0.10549975995896717,0.2774875425982397,0.08125429540164751,1
